395,13328,,2,51,30.83,1,35,3,35.6,4.56,
396,13473,,2,53,34.35,0,38,26,13.5,5.93,
397,13490,,2,53,42.58,1,38,20,15.6,5.34,
398,13531,,2,54,15.46,1,52,45,45,3.93,
399,13654,,2,55,48.5,1,18,19,54,5.76,
400,13701,Azha,2,56,25.6,0,8,53,51.4,3.89,K1III-IV
401,13702,,2,56,25.98,1,18,1,25.1,5.58,
402,13775,,2,57,17.28,1,31,56,3.5,5.1,
403,13782,,2,57,23.7,0,23,51,43.5,5.44,
404,13834,,2,58,5.08,1,20,40,7.7,5.8,
405,13835,,2,58,5.69,0,23,36,22.1,5.82,
406,13847,Acamar,2,58,15.72,0,40,18,17,2.88,A4III+...
407,13879,,2,58,45.65,1,39,39,46.2,4.68,
408,13884,,2,58,47.77,0,64,4,16.7,4.98,
409,13905,,2,59,3.71,1,35,10,59.2,4.94,
410,13914,,2,59,12.73,1,21,20,25.6,4.63,
411,13942,,2,59,36.07,0,25,16,27.6,5.69,
412,13951,,2,59,41.16,0,2,27,53.6,5.56,
413,13954,,2,59,42.9,1,8,54,26.6,4.71,B6III
414,14040,,3,0,50.88,0,2,52,43.1,6.11,
415,14060,,3,1,9.97,0,7,39,46.2,5.75,
416,14086,,3,1,37.45,0,28,5,25.7,5.88,
417,14109,,3,1,54.15,1,26,27,44.4,5.91,
418,14131,,3,2,15.4,0,71,54,9,5.51,
419,14135,Menkar,3,2,16.78,1,4,5,23.7,2.54,M2III
420,14143,,3,2,22.51,1,4,21,10.3,5.62,
421,14146,,3,2,23.59,0,23,37,27.6,4.08,A4V
422,14168,,3,2,42.26,0,7,41,7.7,5.32,
423,14240,,3,3,36.9,0,59,44,15.4,5.12,F0IV
424,14293,,3,4,16.48,0,7,36,3.2,5.26,
425,14328,,3,4,47.79,1,53,30,23.2,2.91,G8III+...
426,14354,,3,5,10.5,1,38,50,25.9,3.32,M3IIIvar
427,14376,,3,5,26.69,1,25,15,18.7,5.45,
428,14382,,3,5,32.43,1,56,42,20,4.77,
429,14514,,3,7,25.69,1,17,52,47.9,6.13,
430,14576,Algol,3,8,10.13,1,40,57,20.3,2.09,B8V
431,14586,,3,8,21.09,1,18,47,42.3,6.24,
432,14632,,3,9,2.88,1,49,36,48.6,4.05,
433,14668,,3,9,29.63,1,44,51,28.4,3.79,
434,14677,,3,9,36.73,1,29,4,37.6,5.74,
435,14817,,3,11,17.4,1,39,36,41.7,4.61,
436,14838,Botein,3,11,37.67,1,19,43,36.1,4.35,
437,14879,,3,12,4.28,0,28,59,20.8,3.8,F8V
438,14893,,3,12,14.24,1,27,15,25.2,5.78,
439,14954,,3,12,46.32,0,1,11,45.4,5.07,
440,15110,,3,14,54.11,1,21,2,40.7,4.87,
441,15197,Zibal,3,15,50.03,0,8,49,11.4,4.8,A5m
442,15201,,3,15,57.36,0,77,23,19,5.51,
443,15244,,3,16,35.77,0,9,9,17.1,6.14,
444,15330,,3,17,44.47,0,62,34,36.8,5.53,
445,15338,,3,17,47.33,1,44,1,30.3,5.49,
446,15371,,3,18,11.14,0,62,30,28.6,5.24,
447,15382,,3,18,22.1,0,22,30,40.1,4.86,
448,15383,,3,18,22.28,0,0,55,48.5,5.62,
449,15404,,3,18,37.72,1,50,13,20,5.16,
450,15444,,3,19,7.62,1,50,5,42.1,5.05,
451,15457,,3,19,21.54,1,3,22,11.9,4.84,
452,15474,,3,19,30.97,0,21,45,28.6,3.7,M3/M4III
453,15510,,3,19,53.22,0,43,4,17.6,4.26,G8V
454,15514,,3,19,55.81,1,27,4,16.7,5.91,
455,15557,,3,20,25.57,1,25,39,46.7,6.14,
456,15619,,3,21,6.77,1,3,40,32.5,5.7,
457,15627,,3,21,13.61,1,21,8,49.7,5.27,
458,15648,,3,21,26.61,1,43,19,46.7,4.96,
459,15696,,3,22,11.89,1,27,36,27.3,5.55,
460,15737,,3,22,45.27,1,20,44,31.6,5.1,
461,15861,,3,24,18.46,1,24,43,27.1,5.5,
462,15863,Mirphak,3,24,19.35,1,49,51,40.5,1.79,F5Ib
463,15870,,3,24,26.11,1,20,48,12.6,6.07,
464,15900,,3,24,48.84,1,9,1,44.6,3.61,G8III
465,15987,,3,25,55.82,0,35,55,15.1,6.39,
466,16083,,3,27,10.12,1,9,43,58,3.73,
467,16112,,3,27,33.37,0,35,40,52.8,5.71,
468,16156,,3,28,11.5,0,35,51,12.3,6.49,
469,16181,,3,28,26.57,1,22,48,15.4,6.03,
